review_name,review_type,passenger_name,review_date,review_text,rating_value,textblob_label,vader_label,keyword_label,hybrid_sentiment,review_classification,label_agreement_level,source,confidence_score
LC Perú,airline,Jochem Vreugdenhil,2017-10-31,Flew with LC Peru from Cusco to Lima H flight Small Boeing  old Lufthansa Legroom was limited but okay for the duration of the flight They offered one drink and a small snack two cookies Flight was smooth the price for the ticket was low included one piece of bagage of KG Crew friendly and efficient Plane was old it was ok Overall good value for money Short flights are ok plaen looks good and seats were ok Dont expect to much but I would recommend this airline for domestic flights in Peru,7.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Olympic Air,airline,Georgios Vrontos,2024-03-30,What a great flight of  hour and  minutes Aircraft was clean departure was on time and crew was very friendly Legroom is reasonable for such a small plane No IFE or wifi but inflight service was very good with  options of sandwiches juices coffee and chocolate,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Regional Express,airline,Maz Owen,2021-06-16,This was a  day Southwest Gourmet Tour of Tasmania The same aircraft stayed with us the entire time It was a great size and seemed very efficient All staff were very friendly and professional We were most impressed,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,0.931125
Atlantic Airways,airline,C Perkin,2011-08-23,Flew to Vagar Faroe Islands Smooth flight lasting  hrs  mins each way Flight attendants were friendly and efficient Seats comfortable and spacious adequate storage space for inflight luggage Free snacks served as well as alcoholic and nonalcoholic drinks,9.0,Positive,Positive,Positive,Positive,Neutral,3/3,,0.21857142857142856
Dubai World Central,airport,Manav Parmar,2023-02-12,Definitely deserves  Nice staff and beautiful sight I loved how they just fit I didnt like that there are two gates and you have to wait a while for the second one too Usually there is only one The bathrooms were clean and had great terminal seating,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Warsaw-Radom,airport,T Wójcik,2025-02-21,A very pleasant airport Modern spacious very quiet  the building has good acoustics to dampen internal and external noise Tasty food free drinking water  you need to bring your own bottle Also interesting in the general area of the terminal you can spend time in the Flyport  an interesting educational area about aerospace Efficient service smiling and helpful staff All in all highly recommended,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Volotea,airline,Frantz Hy,2025-04-06,The schedules are well respected and the staff is excellent Boarding and disembarkation are quick The plane is clean and the information is clear  Les horaires sont bien respects et le personnel est parfait Lembarquement se fait rapidement ainsi que le dbarquement Lavion est propre et les informations sont claires,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Muscat Seeb,airport,M Barten,2025-02-22,On arrival Very long queue for passport control over an hour They have plenty of staff but processing time per person is simply very long On departure queues were fine We were told to arrive  hours in advance  which meant waiting doing nothing for a long time There are no restaurants after security just a few fast food options Also WiFi only works if you can receive an OTP by text ie you already have data Clean and pleasant but some of the details could be thought through a bit more,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Colombo,airport,Patrick Gold,2023-06-06,Frequented CMB many times in the last decade and on the whole its ok  It runs pretty smoothly and in fact has improved over the years the immigration particularly seems quicker I do however hate the exorbitant dollar priced fooddrink and duty free etc The contrast between what this cost just outside the door or the airport and the terminal prices must be one of the biggest contrasts in the world That said its a pretty painless experience to pass through,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Air Namibia,airline,A Patterson,2019-09-27,We travelled on Air Namibia after our travel company arranged substitute flights to Victoria Falls due to our Virgin Atlantic plane being delayed from London resulting in us missing our connection Virgin were very unhelpful offering a new flight  days later The trip with Air Namibia was excellent from start to finish The crew were very friendly on board the food was nice When we landed at Windhoek the ground staff were very helpful ensuring our bags continued the journey and we were kept informed,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
LAN Peru,airline,Clive Drake,2009-09-28,LimaCusco and three other internal flights within Peru All flights on time and quality of aircraft pilots as in landing and take offs  was exceptional Aircraft were almost new As  all were clean  including the toilets which cannot always be taken for granted on an aircraft that is subjected to multiple take offs and landings during the day FAs very professional A very good experience,5.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Colorado Springs,airport,Scott Franks,2016-01-09,Great airport to travel from and return to No great distances to walk easy access to check in counters TSA actually seems to care and think rather than defaulting to lowest level of acceptable service ie  Denver Early morning flights are great as the food court has great breakfast burritos and coffee The only problem seems to be the luggage getting from the plane back to you Once you have your bags the rest of the trip out is a breeze,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Da Nang,airport,D Huang,2024-02-21,First and only visit to a Nang on a transit back in Oct  No complaints overall  easy navigation not crowded amenities were up to expectations considering it to be only rd largest airport in Vnam Immigration was surprisingly nice asked me for a CS survey which I was delighted to do Staff was also friendly put me on priority queue to my connecting flight international to domestic Fast and efficient everything was done quickly Would love to fly there again as soon as I get the chance,8.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Utair Aviation,airline,Georgios Vrontos,2013-08-19,ODSIEV on a new ATR having small screens for the safe announcements and you can see some comics during the  hour  minutes flight Flight was full but service was ok  they offered refreshment Staff were very friendly and we were on time Overall very nice experience,9.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Gothenburg-landvetter,airport,W Ellis,2018-12-15,Excellent small airport  clean spacious good restaurant  airline lounges collectively available to a great many airlines Arrival was to jetway  Departure was by bus to plane from gate E the gates  uses buses to go to aircraft The departure flight needed deicing since the aircraft was not parked at a gate it could be deiced in place before taxiing Frequent reliable bus service tofrom city Security personnel on departure efficient and courteous Time in security line   minutes,10.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Pittsburgh,airport,Vineet Bapat,2006-03-18,Agree with all the positive comments  only in transit at Pittsburgh International recently and found it to be a very pleasnt experience due in large part to the variety of shops and restaurants An uncrowded spacious layout adds to the comfort level Also agree with a previous comment regarding the downside of this airport being the near monopoly of US Airways a greater presence by competing carriers would be a real plus,0.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
Air Labrador,airline,John Attersley,2013-11-14,Rigolet Labrador to Goose Bay Labrador on  October  on an Air Labrador twin Otter Aircraft has been well used over the years but provided a comfortable and quick way back to Goose Bay Bush flying copilot loaded and unloaded the bags seating  well wherever there is an empty seat No complaints about the service and would not hesitate to fly with them again,2.0,Positive,Positive,Positive,Positive,Positive,3/3,,1.0
